caso,split,turno_id,fase_abcde,seccion,is_ramificacion,texto_operador,contexto_previo,actos_verbales,actos_verbales_str
Camila,train,Camila_0010,C,4,False,"Camila, ahora vamos a ordenar lo urgente. Le haré preguntas cortas. No para que reviva todo, sino para saber qué necesita primero. ¿La encerrona ocurrió hace cuánto? CAMILA No sé… una hora y media. Quizás más. ¿Llegó al departamento con ayuda? CAMILA Sí. Un señor me ayudó. Después el conserje me subió. No tengo nada. Me quitaron el auto, el bolso, la billetera, las llaves, el celular, todo. ¿Le quitaron documentos con su dirección? CAMILA Sí. Por eso van a venir. Tienen mi dirección. Tienen mis llaves. Ese miedo tiene una parte concreta. No lo vamos a tratar solo como “nervios”. Vamos a tomar medidas de seguridad. ¿Las llaves que le quitaron son de este departamento? CAMILA Sí. Y del edificio creo. Bien. Entonces las necesidades urgentes son: seguridad de la puerta, aviso a conserjería, compañía presencial, bloqueo de cuentas y denuncia, pero en ese orden. No todo al mismo tiempo. CAMILA No puedo hacer todo eso. No tiene que hacerlo sola ni ahora mismo. Primero usted. Después una acción. Después otra.",,['silencio_contencion'],silencio_contencion
Camila,train,Camila_0011,C,5,False,"Estoy con usted. ¿Tocaron su puerta? CAMILA No. ¿Intentaron abrir? CAMILA No, pero escuché el ascensor. Escuchó el ascensor. Eso no significa que vengan por usted. Vuelva a la esquina de la pared. ¿La ve? CAMILA Sí. Pies al suelo. Exhale lento. Ahora vamos a sumar una medida concreta: avisar al conserje que no deje subir a nadie. ¿Tiene citófono? CAMILA Sí. Está en la entrada. Irá al citófono sin abrir la puerta. Yo sigo con usted. Antes de pararse, una exhalación larga.",,['directivo'],directivo
Camila,train,Camila_0012,C,5,False,Ahora levántese despacio.,,['directivo'],directivo
Camila,train,Camila_0013,C,5,False,No tiene que hacerlo perfecto. Solo presione conserjería.,,"['silencio_contencion', 'directivo']",silencio_contencion|directivo
Camila,train,Camila_0014,C,5,False,"Camila, dígale: “Si alguien intenta usar mis llaves o pregunta por mí, me avisa antes”. CAMILA Si alguien intenta usar mis llaves o pregunta por mí, me avisa antes. CONSERJE Entendido. Nadie sube sin autorización. Bien. Pregúntele si desde conserjería puede llamar a una persona de confianza por usted. Así usted no corta esta llamada. CAMILA ¿Puede llamar a mi hermana desde conserjería? No quiero cortar esta llamada. CONSERJE Sí, deme el número si lo sabe. Camila se bloquea. CAMILA No sé si me lo sé. No pasa nada. Pregúntele si puede esperar abajo o coordinar si llega alguien por usted. CAMILA Si llega mi hermana, ¿puede esperarla abajo y no dejar subir a nadie más? CONSERJE Sí, señorita. Yo estoy atento. Muy bien. Puede cortar el citófono. El citófono se corta. Camila vuelve al teléfono. CAMILA Lo hice. Sí. Lo hizo. Eso es una medida concreta de protección. CAMILA Pero sigo sintiendo que van a entrar. Puede seguir sintiéndolo aunque hayamos reducido el riesgo. La sensación no baja al mismo ritmo que la seguridad. Por eso vamos a seguir paso a paso.",,[],sin_etiqueta
Camila,train,Camila_0015,C,6,False,"Voy a ordenar en voz alta para que no tenga que sostener todo en la cabeza. Uno: físicamente no parece tener lesiones graves. Dos: está dentro del departamento. Tres: la puerta está cerrada con pestillo. Cuatro: conserjería ya sabe que le robaron las llaves. Cinco: falta activar a una persona de confianza. Seis: después, con esa persona, vienen bloqueos, denuncia y cerradura. CAMILA Mi hermana. Bien. Como usted está usando este teléfono conmigo, no voy a asumir que puede llamarla desde aquí sin cortar. ¿Tiene teléfono fijo, citófono con conserjería, un computador conectado o algún segundo equipo en el departamento? CAMILA Tengo un teléfono viejo. Sin chip, creo. No sé. Está en un cajón. Y tengo notebook. No vamos a revolver todo ahora si eso la activa. Primera opción: ¿recuerda el número de su hermana para dárselo al conserje por citófono? CAMILA Creo que sí. Bien. Entonces podemos volver al citófono y pedirle al conserje que la llame desde recepción. Así usted mantiene esta llamada. CAMILA Ya. Antes de moverse: exhalación simple. Inhale corto, suelte largo. Camila exhala.",,['directivo'],directivo
Camila,train,Camila_0016,D,7,False,"Tranquila. Si se equivoca, vuelve a empezar. No hay apuro. Diga los números de a tres. CAMILA Nueve ocho siete… cinco cuatro… dos… uno… no, no. Camila, paremos. Mire la pared. No necesitamos hacerlo perfecto. ¿Hay otra opción? ¿Su hermana sabe que algo pasó? ¿El conserje tiene registro de contacto de emergencia? CAMILA En administración tienen mi ficha. Creo que está mi hermana. Dígale eso. CAMILA En administración debería estar mi contacto de emergencia. Es mi hermana. ¿Puede buscarlo? CONSERJE Voy a revisar en recepción y llamarla. ¿Cómo se llama? CAMILA Paula. CONSERJE Ya. La llamo y le digo que venga o que llame a recepción. Usted no abra la puerta a nadie. CAMILA Ya. Camila corta el citófono. Muy bien. Activó red sin cortar la llamada. Eso era importante. CAMILA ¿Y si él le dice mal? ¿Y si no la encuentra? Puede pasar. Si no resulta, buscamos otra vía. No es todo o nada.",,['directivo'],directivo
Camila,train,Camila_0017,D,7,True,"Entonces no cortamos impulsivamente. Revisamos otras vías: teléfono fijo, computador, vecino de confianza por puerta sin abrir, o esperar a que llegue seguridad. Si necesita cortar para llamar a su hermana, primero dejamos un plan de seguridad y una frase breve. Pero si se siente en peligro o muy desregulada, priorizamos mantener esta llamada hasta tener apoyo presencial.",,[],sin_etiqueta
Camila,train,Camila_0018,D,7,True,"No salga sola ahora. Está con miedo intenso, sin sus pertenencias y posiblemente sin documentos. Primero coordinemos con conserjería o una persona de confianza. Si necesita salir, que sea acompañada y hacia un lugar seguro. CAMILA Pero acá saben dónde vivo. Por eso avisamos a conserjería y estamos activando red. Salir sola sin plan puede aumentar el riesgo.",,['directivo'],directivo
Camila,train,Camila_0019,D,8,True,"La imagen volvió fuerte. CAMILA Me apuntó a la cara. Yo vi el cañón. No me acuerdo de su cara. Me acuerdo del cañón. No necesita describir más. Ya sé lo necesario. Fue una amenaza directa con arma de fuego y su cuerpo sigue reaccionando como si el peligro estuviera aquí. CAMILA Pero no está aquí. Yo sé que no está aquí. ¿Por qué se siente igual? Porque hace solo 90 minutos su cuerpo creyó que iba a morir. Aunque ahora esté en su departamento, su sistema de alarma todavía no recibió completamente la señal de que terminó. CAMILA Pensé que me iban a matar. Sí. Y esa frase puede volver varias veces esta noche. Vamos a responderle con una frase de anclaje: “Fue hace un rato. Ahora estoy en mi departamento. Estoy acompañada por teléfono. Conserjería está avisada”. CAMILA Fue hace un rato. Ahora estoy en mi departamento. Estoy acompañada por teléfono. Conserjería está avisada. Bien. Ahora mire la esquina de la pared otra vez. ¿Sigue ahí? CAMILA Sí. La pistola es una imagen que vuelve. La esquina es de ahora.",,"['reflejo', 'interpretacion', 'silencio_contencion', 'directivo']",reflejo|interpretacion|silencio_contencion|directivo
Camila,train,Camila_0020,D,8,True,"Camila, la detengo con cuidado. No porque no quiera escucharla, sino porque reconstruir detalle por detalle ahora puede activarla más. Hoy no necesitamos contar toda la escena. Necesitamos que usted esté segura y acompañada.",,['confrontacion'],confrontacion
Camila,train,Camila_0021,D,8,True,"Camila, la encerraron y la amenazaron con un arma. La responsabilidad es de quienes la atacaron, no suya. CAMILA Pero si hubiera hecho algo distinto… Después de una amenaza así, la mente busca un “si hubiera” para sentir control. Pero en ese momento su tarea era sobrevivir. Y sobrevivió.",,[],sin_etiqueta
Camila,train,Camila_0022,E,9,False,"Camila, quiero explicarle algo breve. No es para darle una clase, es para que no piense que está perdiendo la cabeza. En las primeras horas después de una amenaza con arma, el cuerpo puede seguir en modo alarma. CAMILA Siento eso. Como si todavía estuviera ahí. Puede aparecer temblor, llanto, náuseas, palpitaciones, dificultad para respirar, sensación de irrealidad, sobresaltos, rabia, culpa, ganas de arrancar, ganas de revisar puertas y ventanas o imágenes repetidas de la pistola. CAMILA Me pasa todo. Eso no significa que esté loca ni que sea débil. Significa que su cuerpo acaba de vivir una amenaza extrema. En las primeras horas no buscamos que esté “normal”. Buscamos que esté segura, acompañada, hidratada, y que no tome decisiones impulsivas. CAMILA Quiero ducharme. Me siento sucia. Puede querer hacerlo. Pero como está mareada, con náuseas y temblor, espere a que llegue alguien. Una ducha sola ahora podría hacer que se descompense o se sienta más vulnerable. Si necesita hacer algo, lávese la cara con agua fría o cambie una prenda si está cerca, sin encerrarse en el baño. CAMILA No quiero que me vea así. Su hermana no necesita verla bien. Necesita verla viva y acompañarla.",,[],sin_etiqueta
Camila,train,Camila_0023,E,10,False,"Ese miedo tiene datos concretos: llaves, documentos y celular robados. Entonces vamos a responder con medidas concretas, pero no todas ahora. Primero: conserjería avisada. Segundo: red en proceso. Tercero: no abrir. Cuarto: después bloqueos y cerradura. CAMILA Tengo que bloquear todo ahora. Sí hay que hacerlo, pero no en este segundo si está temblando y con náuseas. Cuando llegue su hermana o alguien de confianza, desde un dispositivo seguro, harán una lista: banco, tarjetas, celular, correo, documentos, seguro del auto, denuncia. Uno por uno. CAMILA ¿Y si usan todo antes? Entiendo la urgencia. Si aparece una persona de confianza, pueden partir por banco y celular. Pero ahora no vamos a ponerla a resolver diez cosas sola al mismo tiempo mientras su cuerpo está en crisis.",,['validacion'],validacion
Camila,train,Camila_0024,E,10,True,"Camila, la urgencia está hablando muy fuerte. Hagamos una sola cosa: anotar mentalmente el primer bloqueo. Banco. Después celular. Después denuncia. Pero espere apoyo para no hacerlo sola. Seguridad primero, trámites después.",,['reflejo'],reflejo
Camila,train,Camila_0025,E,10,True,"Es comprensible. Denunciar puede sentirse muy difícil después de un asalto. No tiene que contarme detalles ahora. Pero sí conviene pedir orientación acompañada, especialmente por el auto, los documentos, las llaves y el arma. Puede partir entregando información básica y pedir pausas si se desregula. B — NUEVA REGULACIÓN ANTES DE LA LLEGADA",,"['validacion', 'silencio_contencion']",validacion|silencio_contencion
Camila,train,Camila_0026,E,11,True,"Camila, volvamos a su cuerpo. Del uno al diez, donde diez es el máximo miedo, ¿en cuánto está ahora? CAMILA Nueve. Antes estaba en diez. Bien. No bajó mucho, pero bajó un punto. Eso importa. ¿Dónde siente más el miedo: pecho, guata, garganta, manos? CAMILA En el pecho. Y en la guata. Ponga una mano en el pecho o en la guata, donde le resulte menos incómodo.",,['directivo'],directivo
Camila,train,Camila_0027,E,11,True,"Bien. No tiene que cambiar nada. Solo note que la mano está ahí. Vamos con una vuelta de 4-4-4, solo si puede. CAMILA Ya. Inhale: uno… dos… tres… cuatro. Mantenga: uno… dos… tres… cuatro. Suelte: uno… dos… tres… cuatro.",,"['silencio_contencion', 'directivo']",silencio_contencion|directivo
Camila,train,Camila_0028,E,11,True,¿Se pudo? CAMILA Un poco. Un poco basta. ¿Otra vuelta o paramos? CAMILA Paramos. Bien. Usted decide. Suelte el aire largo una vez más.,,['directivo'],directivo
Camila,train,Camila_0029,E,12,True,No abra. Vuelva a la pared. ¿Reconoce alguna voz?,,['directivo'],directivo
Camila,train,Camila_0030,E,12,True,"¿Reconoce la voz? CAMILA Sí, creo. No abra si no quiere. Puede hablar desde adentro. Dígale que no va a abrir y que espere abajo o que confirme cuando llegue su hermana. CAMILA Jorge, no voy a abrir. Por favor espere abajo o avíseme si llega mi hermana. CONSERJE Sí, no se preocupe. Nadie sube sin autorización. Ya dejé aviso a seguridad y estoy intentando ubicar a su contacto de emergencia. Muy bien. No necesitó abrir para estar más segura. CAMILA Pensé que eran ellos. Su cuerpo reaccionó como si el peligro hubiera vuelto. Eso puede pasar. Pero comprobamos: era el conserje, usted no abrió y sigue protegida.",,"['reflejo', 'directivo']",reflejo|directivo
Camila,train,Camila_0031,E,12,True,"No abra. Diga: “No abro sin confirmar con conserjería”. Luego use el citófono para verificar, sin abrir la puerta. CAMILA No abro sin confirmar con conserjería. D — LLEGADA DE RED PRESENCIAL",,['directivo'],directivo
Camila,train,Camila_0032,E,13,True,"Bien. No abra todavía. Pida que suba con conserjería o que el conserje confirme desde la puerta. CAMILA Que suba con usted, por favor. No quiero abrir si viene sola. CONSERJE Sí, subimos juntos. Pasan unos segundos. Hay pasos en el pasillo. Golpes suaves en la puerta. HERMANA Cami, soy yo. Estoy con Tomás y Jorge. Camila llora con fuerza. CAMILA Es ella. Bien. ¿Quiere abrir? CAMILA No puedo moverme. Está bien. Dígale que espere. Primero exhale. CAMILA Espera… espera un segundo. HERMANA Sí, Cami. Estoy aquí. Ahora, si quiere, abra sin sacar la cadena si tiene cadena. Si no tiene, abra despacio y déjela entrar.",,['directivo'],directivo
Camila,train,Camila_0033,E,13,True,"¿Está acompañada ahora? CAMILA Sí. ¿Puede ponerme en altavoz un momento? Toque en pantalla. HERMANA ¿Aló? Hola. Soy Matías, de la línea de apoyo. Camila sufrió una encerrona con arma hace aproximadamente 90 minutos. Está físicamente sin lesiones graves aparentes, pero está muy activada: palpitaciones, náuseas, miedo intenso, imágenes intrusivas y sensación de inseguridad. Lo principal ahora es que no quede sola ni se la presione a contar todo. HERMANA Sí. Me quedo con ella. Gracias. Primero acompañarla, agua, abrigo, respirar, seguridad de la puerta. Después, con calma: bloquear tarjetas y celular, avisar a administración, gestionar cerradura, denuncia acompañada y atención médica si los síntomas físicos aumentan. CAMILA No quiero contar. HERMANA No tienes que contar ahora. Eso es importante. No la fuercen a repetir el relato muchas veces esta noche.",,['directivo'],directivo
Camila,train,Camila_0034,E,13,True,"Entonces buscamos otra red: vecina de confianza, conserjería, administración, familiar, amiga, o que usted salga acompañada a un lugar seguro. No vamos a dejar la solución en “pasarlo sola” si se siente en peligro.",,['directivo'],directivo
Camila,train,Camila_0035,E,13,True,"Está bien. Puede pedirle que se quede al otro lado de la puerta. Ya no está completamente sola. Vamos a esperar a que su cuerpo baje un poco. CAMILA Quédate ahí, por favor. HERMANA Estoy aquí. No me voy.",,[],sin_etiqueta
Camila,train,Camila_0036,E,14,False,"Camila, ahora que su hermana está ahí, quiero explicar qué puede pasar esta noche. Puede seguir temblando, llorar de golpe, quedarse en blanco, sentir náuseas, no querer que la toquen, sobresaltarse con ruidos o volver a ver la imagen de la pistola. CAMILA Sí. No peleen contra cada reacción. Lo importante esta noche es seguridad y compañía. No alcohol para calmarse, no manejar, no quedarse sola, no revisar videos o noticias del asalto si eso la activa, no contar la escena completa muchas veces. HERMANA Ya. Si quiere revisar la puerta, hagan una verificación limitada. Una vez: puerta cerrada, pestillo, conserjería avisada. Después, cuando vuelva el impulso, pueden decir: “Ya revisamos. Estoy acompañada. Nadie sube sin autorización”. CAMILA Voy a querer revisar igual. Probablemente. Entonces su hermana puede ayudarle a no quedar atrapada en revisar cada dos minutos. No retándola, sino recordándole el plan. CAMILA ¿Y si no duermo? Puede pasar. Esta noche el sueño puede estar cortado. No se obligue a dormir. Descanse acompañada, tome agua, coma algo liviano si puede, abríguese. Si aparecen dolor fuerte en el pecho, desmayo, falta de aire intensa o una crisis que no baja, pidan atención médica.",,[],sin_etiqueta
Camila,train,Camila_0037,E,15,False,"Para los próximos días, Camila, es posible que aparezca miedo a salir, miedo a manejar, hipervigilancia, culpa, rabia, vergüenza, pesadillas, imágenes del arma o sensación de que algo malo va a pasar. CAMILA No quiero volver a manejar. No tiene que decidir eso esta noche. Tampoco se obligue de golpe ni se encierre por completo. La recuperación suele ser gradual: primero estar acompañada, después hacer trámites, después salir con alguien, después retomar rutinas poco a poco. CAMILA ¿Se me va a pasar? En muchas personas la intensidad baja con seguridad, apoyo y descanso. Pero si en los próximos días no puede dormir, no puede salir, siente que está en peligro todo el tiempo, revive la escena como si estuviera ocurriendo, tiene crisis muy intensas o aparecen ideas de hacerse daño, pida apoyo profesional. No espere a estar al límite. CAMILA Me da vergüenza decir en el trabajo. Puede decirlo de forma breve: “Fui víctima de un asalto violento y necesito hacer trámites y recuperarme”. No tiene que entregar detalles. Puede pedir orientación médica si necesita reposo. HERMANA Yo la ayudo con eso. Bien. Y con los trámites, hagan una lista cuando esté más estable: bloqueo de tarjetas, bloqueo del celular, cambio de claves, documentos, denuncia, seguro del auto, cerradura y administración del edificio. Uno por uno. CAMILA No puedo hacerlo ahora. No tiene que hacerlo todo ahora. Esta noche el objetivo es que no esté sola y que esté segura.",,['silencio_contencion'],silencio_contencion
Camila,train,Camila_0038,E,16,False,"Está bien considerar irse a otro lugar, pero no salga sola ni de manera impulsiva. ¿Su hermana puede llevarla a su casa o quedarse con usted? HERMANA Puede irse conmigo. Estamos en auto. Entonces háganlo de forma ordenada: Camila lleva solo lo necesario, no revisa toda la casa, no baja sola, conserjería acompaña si corresponde, y dejan avisado que las llaves fueron robadas. CAMILA No quiero empacar. No necesita empacar. Solo teléfono, cargador si está cerca, algún abrigo, medicamentos si toma alguno y cerrar. Lo demás espera.",,['directivo'],directivo
Camila,train,Camila_0039,E,16,True,"Entonces su hermana se queda o coordinan otra persona. Refuercen seguridad del departamento y mañana gestionan cerradura, denuncia y documentos. Lo importante es que no esté sola esta noche. PLAN FINAL ABCDE INTEGRADO",,[],sin_etiqueta
Camila,train,Camila_0040,E,17,True,"Vamos a revisar el plan. Uno: usted está acompañada por su hermana. Dos: conserjería sabe que le robaron llaves y documentos. Tres: no abrirá la puerta a nadie sin confirmar. Cuatro: no pasará la noche sola. Cinco: si se va del departamento, se irá acompañada y con lo mínimo. Seis: cuando esté más estable, bloquearán tarjetas, celular y cuentas. Siete: gestionarán denuncia, seguro del auto y cambio de cerradura acompañada. Ocho: si aparecen síntomas físicos intensos o ideas de hacerse daño, pedirán atención de urgencia. CAMILA Ya. Para usted, no solo para los trámites: cuando vuelva la imagen de la pistola, use esta frase: “Fue hace un rato. Ahora estoy acompañada. La puerta está cerrada. Estoy a salvo en este minuto”. CAMILA Fue hace un rato. Ahora estoy acompañada. La puerta está cerrada. Estoy a salvo en este minuto. Otra vez, si puede. CAMILA Fue hace un rato. Ahora estoy acompañada. La puerta está cerrada. Estoy a salvo en este minuto. Bien. No tiene que creerlo al cien por ciento para repetirlo. Es un ancla, no una obligación.",,['silencio_contencion'],silencio_contencion
Camila,train,Camila_0041,E,18,True,"Camila, hizo algo muy importante: pidió ayuda después de vivir una amenaza extrema. Eso no borra lo que pasó, pero cambia cómo pasa esta noche. CAMILA Yo pensé que me iban a matar. Sí. Y sobrevivió. Ahora no tiene que resolver todo. Tiene que estar acompañada, segura y dejar que la ayuden paso a paso. CAMILA Me da miedo cortar. Lo entiendo. Antes de cortar, confirme conmigo tres cosas. ¿Su hermana está al lado? CAMILA Sí. ¿La puerta está cerrada? CAMILA Sí. ¿Conserjería está avisada? CAMILA Sí. Entonces ya no está sola con esto. CAMILA Ya. Voy a cortar para que su hermana pueda acompañarla con lo inmediato. Si vuelve a sentirse fuera de control, si siente que no puede respirar, si aparece una idea de hacerse daño o si se siente en peligro real, vuelve a llamar o pide ayuda presencial. CAMILA Ya. Camila. CAMILA Sí. En este minuto, está a salvo. CAMILA En este minuto… estoy a salvo. La llamada queda en silencio un segundo. De fondo, la hermana habla suave, casi inaudible. Luego la llamada se corta.",,"['validacion', 'silencio_contencion']",validacion|silencio_contencion
Javiera,train,Javiera_0000,A,1,False,"Línea de apoyo y emergencia, habla Andrés. ¿Con quién hablo? JAVIERA susurrando, hiperventilada No puedo hablar fuerte. Está bien. Hable bajo. Estoy escuchando. ¿Me puede decir su nombre? JAVIERA Javiera. Javiera, soy Andrés. Voy a quedarme con usted en la llamada. Primero necesito saber dónde está ahora. JAVIERA En el baño. Con mis hijos. ¿La puerta del baño está cerrada con seguro? JAVIERA Sí. ¿Está con las luces apagadas? JAVIERA Sí. No quiero que se vea desde afuera. Entiendo. ¿La persona que la agredió está dentro de la casa ahora?",,['validacion'],validacion
Javiera,train,Javiera_0001,A,1,False,"Bien. Entonces la situación sigue siendo de alto riesgo porque puede volver. No abra la puerta del baño todavía. ¿Sus hijos están con usted dentro del baño? JAVIERA Sí. Están aquí. ¿Están heridos físicamente? JAVIERA No. Les gritó. Tiró cosas. No sé si les llegó algo. ¿Usted está herida? ¿Sangra? ¿Tiene dolor fuerte, golpe en la cabeza, dificultad para respirar, dolor en costillas o abdomen? JAVIERA Me duele la cara. El brazo. Me empujó contra la mesa. No sé. No sé. Javiera, esto es una emergencia por violencia. Vamos a cuidar su seguridad y la de sus hijos primero. No tiene que contarme todo ahora. JAVIERA No puedo respirar. No puedo. La escucho. Vamos a ayudar a que respire lo suficiente para seguir instrucciones. No necesitamos que se calme completa. Solo que pueda quedarse conmigo.",,"['silencio_contencion', 'directivo']",silencio_contencion|directivo
Javiera,train,Javiera_0002,B,2,False,"Javiera, no intente respirar profundo. Cuando uno está hiperventilando, a veces tratar de llenar los pulmones empeora. Solo vamos a botar el aire. JAVIERA No puedo. Puede hacerlo pequeño. Bote aire por la boca, como si empañara un vidrio. Yo cuento: uno… dos… tres… cuatro. Javiera exhala con temblor. Bien. Ahora deje que el aire entre solo. No lo fuerce. JAVIERA Mis manos… me hormiguean. Puede pasar cuando respira muy rápido. Es muy desagradable, pero no significa que se esté muriendo. Vamos otra vez: solo suelte aire. Uno… dos… tres… cuatro. El niño menor llora más fuerte. HIJO/A MENOR Mamá… JAVIERA al niño, susurrando Shh, mi amor, shh, por favor. Javiera, no necesita que no lloren. Solo que estén cerca y lo más silenciosos posible. Dígales una frase corta: “Estamos juntos. No vamos a abrir”. JAVIERA apenas audible, hacia sus hijos Estamos juntos. No vamos a abrir. HIJO/A MAYOR ¿Va a volver? JAVIERA No sé… Dígale: “Si vuelve, no abrimos y pedimos ayuda”. JAVIERA Si vuelve, no abrimos y pedimos ayuda. Bien. Esa frase también es para usted.",,['silencio_contencion'],silencio_contencion
